70175,37
11542,1
11547,1
11545,1
11548,1
11549,1
19399,9
19398,9
19397,9
19395,9
19390,9
82443,42
82442,42
82441,42
82440,42
46135,25
46133,25
46131,25
46130,25
19973,10
19971,10
19970,10
19977,10
19975,10
19979,10
16701,9
88023,46
46704,25
88021,46
88020,46
12019,1
12018,1
88025,46
42086,23
12015,1
12017,1
12016,1
12010,1
94080,48
64674,34
96079,48
64676,34
64670,34
64671,34
64672,34
64673,34
17250,9
17251,9
17252,9
17253,9
17254,9
17255,9
17256,9
17257,9
63024,34
63025,34
10709,1
10708,1
63020,34
42081,23
54546,28
63023,34
10703,1
10702,1
10701,1
10707,1
10706,1
10705,1
10704,1
46793,25
46792,25
46791,25
21619,13
46796,25
46795,25
46794,25
21617,13
46798,25
21610,13
21613,13
21612,13
54541,28
69170,36
69171,36
72629,38
45448,24
45449,24
80271,41
45440,24
45441,24
44799,24
20151,12
54540,28
20153,12
46869,25
46868,25
48622,26
58079,31
58078,31
46861,25
46860,25
46863,25
46862,25
46865,25
46864,25
46867,25
46866,25
54543,28
20156,12
90310,48
20159,12
90312,48
20158,12
54542,28
96130,48
13052,1
13053,1
13051,1
13056,1
13057,1
13054,1
54170,28
54171,28
54173,28
54174,28
54175,28
54177,28
94541,48
94540,48
94543,48
94542,48
62089,33
62088,33
94547,48
94546,48
62085,33
62084,33
62087,33
62086,33
62081,33
62080,33
62083,33
62082,33
20250,11
20251,11
20254,11
44427,24
44425,24
40965,23
40962,23
44422,24
44420,24
44429,24
44428,24
23509,12
23508,12
23507,12
23506,12
23505,12
23504,12
23503,12
23502,12
23501,12
40328,23
27619,15
27617,15
27616,15
27615,15
27614,15
27613,15
27612,15
27611,15
27610,15
59038,32
59039,32
59032,32
59033,32
59030,32
59031,32
59036,32
59037,32
59034,32
59035,32
12833,1
12832,1
12831,1
12837,1
12836,1
12835,1
12834,1
8544,8
12839,1
12838,1
8541,8
8540,8
8543,8
8542,8
92262,48
92263,48
92260,48
92261,48
92266,48
92267,48
92264,48
92268,48
66505,35
66506,35
66507,35
66501,35
66502,35
66503,35
66508,35
66509,35
60901,33
26568,14
26566,14
26562,14
26563,14
26560,14
26561,14
70789,37
48919,26
65264,34
65265,34
48918,26
65260,34
65261,34
65262,34
65263,34
92886,48
92887,48
59732,32
92882,48
92883,48
92880,48
92881,48
15559,9
48912,26
32224,18
32225,18
32226,18
32227,18
32220,18
32221,18
32222,18
32223,18
32228,18
32229,18
98109,56
98108,56
3748,4
3749,4
3746,4
98104,56
75285,40
3745,4
75283,40
3743,4
3740,4
3741,4
